,color_entropy
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10353.jpg,22.928743
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10345.jpg,21.991179
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10364.jpg,17.891197
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10357.jpg,19.691006
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10356.jpg,22.601103
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10359.jpg,19.547287
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10355.jpg,23.166239
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10372.jpg,22.566238
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10368.jpg,16.079819
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10367.jpg,20.078648
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10374.jpg,21.56269
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10375.jpg,22.472837
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10376.jpg,17.81271
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10373.jpg,22.620316
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10381.jpg,19.966393
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10326.jpg,22.580496
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10385.jpg,22.587406
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10386.jpg,20.584236
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10377.jpg,22.237663
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10389.jpg,22.312866
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10388.jpg,22.932209
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10391.jpg,21.255322
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10382.jpg,23.108742
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10393.jpg,23.148716
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10392.jpg,23.036495
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10383.jpg,23.31799
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10395.jpg,21.912992
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10404.jpg,22.980408
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10406.jpg,23.03939
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10397.jpg,11.01265
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10409.jpg,19.988186
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10410.jpg,22.622541
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10408.jpg,20.548737
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10416.jpg,20.773605
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10405.jpg,23.118416
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10418.jpg,21.34195
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10414.jpg,20.896193
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10420.jpg,20.266684
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10425.jpg,21.132732
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10421.jpg,20.731426
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10424.jpg,21.132732
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10423.jpg,22.245348
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10428.jpg,23.265726
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10422.jpg,20.770075
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10431.jpg,22.204174
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10433.jpg,22.983627
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10432.jpg,22.43232
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10429.jpg,22.259167
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10434.jpg,22.588762
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10435.jpg,21.112896
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10437.jpg,21.112896
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10438.jpg,22.673405
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10441.jpg,21.890717
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10440.jpg,22.998123
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10442.jpg,22.783302
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10443.jpg,20.85447
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10447.jpg,21.736025
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10445.jpg,23.130922
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10446.jpg,22.78026
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10449.jpg,22.787155
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10450.jpg,22.613888
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10448.jpg,16.353714
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10453.jpg,16.768349
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10454.jpg,22.010456
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10458.jpg,22.996569
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10459.jpg,23.20266
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10457.jpg,14.940639
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10461.jpg,22.384878
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10462.jpg,23.33073
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10463.jpg,22.320877
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10464.jpg,21.176508
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10465.jpg,22.63692
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10467.jpg,21.529013
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10472.jpg,22.86938
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10471.jpg,23.27678
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10456.jpg,22.690517
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10473.jpg,22.66982
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10477.jpg,20.564869
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10475.jpg,23.25433
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10474.jpg,22.163387
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10476.jpg,21.831223
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10478.jpg,21.007542
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10480.jpg,22.13581
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10479.jpg,22.94146
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10452.jpg,21.96241
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10481.jpg,17.274578
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10482.jpg,23.384792
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10485.jpg,23.131824
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10483.jpg,23.123384
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10484.jpg,21.806795
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10487.jpg,22.217903
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10490.jpg,22.93027
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10486.jpg,22.777878
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10494.jpg,19.636917
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10497.jpg,21.601603
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10498.jpg,23.50602
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10499.jpg,21.520622
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10500.jpg,21.74089
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10495.jpg,23.241558
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10501.jpg,19.45184
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10504.jpg,22.507515
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10502.jpg,21.701408
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10509.jpg,23.575508
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10505.jpg,21.965004
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10510.jpg,21.15512
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10518.jpg,23.052649
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10517.jpg,23.104273
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10516.jpg,21.807892
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10519.jpg,23.17909
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10513.jpg,23.138897
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10525.jpg,20.057322
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10524.jpg,22.568205
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10523.jpg,16.30109
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10526.jpg,22.14106
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10521.jpg,21.282536
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10527.jpg,22.42955
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10529.jpg,21.658472
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10531.jpg,23.055649
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10532.jpg,21.816051
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10528.jpg,22.689093
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10533.jpg,21.127222
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10536.jpg,19.990131
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10541.jpg,22.049303
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10539.jpg,19.840351
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10540.jpg,21.644466
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10538.jpg,23.19888
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10543.jpg,23.32399
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10545.jpg,23.36984
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10547.jpg,23.626215
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10548.jpg,22.869797
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10550.jpg,22.428844
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10554.jpg,22.6903
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10555.jpg,22.502422
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10556.jpg,22.647749
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10546.jpg,22.208166
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10558.jpg,20.561483
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10557.jpg,21.794123
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10561.jpg,22.554928
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10559.jpg,22.164125
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10565.jpg,22.090519
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10562.jpg,22.002655
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10560.jpg,21.015457
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10564.jpg,22.32383
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10567.jpg,22.512903
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10566.jpg,22.469326
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10568.jpg,20.517408
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10569.jpg,13.175044
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10573.jpg,23.347063
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10570.jpg,18.275534
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10572.jpg,22.409882
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10574.jpg,20.170675
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10571.jpg,22.82745
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10575.jpg,23.299562
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10576.jpg,21.62007
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10579.jpg,17.312868
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10578.jpg,22.4148
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10580.jpg,21.861122
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10581.jpg,22.048498
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10582.jpg,19.783663
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10587.jpg,19.117092
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10585.jpg,21.972641
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10583.jpg,22.135118
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10584.jpg,22.135118
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10588.jpg,21.540894
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10589.jpg,23.262724
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10590.jpg,22.946613
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10595.jpg,22.646706
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10593.jpg,22.688866
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10592.jpg,23.075478
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10594.jpg,14.396521
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10591.jpg,18.618921
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10597.jpg,22.277231
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10598.jpg,23.302212
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10601.jpg,13.135672
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10600.jpg,22.646568
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10604.jpg,22.011196
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10603.jpg,18.915642
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10602.jpg,23.142567
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10609.jpg,21.418585
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10610.jpg,21.418585
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10606.jpg,22.034658
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10611.jpg,21.995312
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10605.jpg,23.651325
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10613.jpg,22.047485
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10612.jpg,21.474693
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10614.jpg,22.899376
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10617.jpg,20.749237
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10616.jpg,20.774649
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10618.jpg,21.655163
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10619.jpg,22.345936
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10621.jpg,21.849136
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/10620.jpg,13.915428
